catalog_id,smiles,product_name,pubchem_id,chemical_name,molecular_formula,cas_numeber,molecular_weight_batch,target_class,primary_target,primary_action,brief_description,batch,rdkit_smiles,chemical_cluster_0.75,medoid_0.75
5866,FC1=CC=C(COC2=C(Br)C(N(C3=CC(C(NC)=O)=CC=C3C)C(C)=C2)=O)C(F)=C1,PH 797804,22049997,"(-)-3-[3-Bromo-4-[(2,4-difluorophenyl)methoxy]-6-methyl-2-oxo-1(2H)-pyridinyl]-N,4-dimethylbenzamide",C22H19BrF2N2O3,[1358027-80-1],477.3,Enzymes,p38,Inhibitor,Potent and selective p38?/? inhibitor,1,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,527,1
5868,OC(C(F)(F)F)(C(F)(F)F)C1=CC=C(C=C1)NC(C2=C(C=CC=C2)Cl)=O,SR 0987,2323435,"2-Chloro-N-[4-[2,2,2-trifluoro-1-hydroxy-1-(trifluoromethyl)ethyl]phenyl]benzamide",C16H10ClF6NO2,[303126-97-8],397.7,Nuclear Receptors,Retinoic Acid-related Orphan Receptors,Agonist,T cell-specific ROR? (ROR?t) agonist,1,O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccccc1Cl,519,1
5869,CC1=NC2=C(NC(C3=CC=C(OC(C)C)C=C3)=O)C=CC=C2C=C1,CDN 1163,16016585,4-(1-Methylethoxy)-N-(2-methyl-8-quinolinyl)benzamide,C20H20N2O2,[892711-75-0],320.38,Enzymes,Ca2+-ATPase,Activator,SERCA2 allosteric activator,2,Cc1ccc2cccc(NC(=O)c3ccc(OC(C)C)cc3)c2n1,479,1
5871,O=C(C(CC1=CC=C(C=C1)Cl)N)OC.Cl,pCPA methyl ester hydrochloride,26531,4-Chloro-DL-Phenylalanine methyl ester hydrochloride,C10H12ClNO2.HCl,[14173-40-1],250.12,Enzymes,Hydroxylases,Inhibitor,Tryptophan hydroxylase inhibitor,1,COC(=O)C(N)Cc1ccc(Cl)cc1,600,0
5872,C[C@@H](NC1=C2SC(NC2=NC(SCC3=C(C(Cl)=CC=C3)F)=N1)=O)CO,AZ 10397767,11858154,"5-[[(3-Chloro-2-fluorophenyl)methyl]thio]-7-[[(1R)-2-hydroxy-1-methylethyl]amino]thiazolo[4,5-d]pyrimidin-2(3H)-one",C15H14ClFN4O2S2,[333742-63-5],400.88,7-TM Receptors,Chemokine CXC Receptors,Antagonist,Potent CXCR2 antagonist,1,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2F)nc2[nH]c(=O)sc12,847,1
5902,C[N+]1(C)[C@]2([H])[C@H]3[C@H](O3)[C@@]1([H])C[C@@H](OC(C(C4=CC=CS4)(O)C5=CC=CS5)=O)C2.[Br-],Tiotropium bromide,5487426,"(1?,2?,4?,5?,7?)-7-[(2-Hydroxy-2,2-di-2-thienylacetyl)oxy]-9,9-dimethyl-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonane bromide",C19H22BrNO4S2,[136310-93-5],481.43,7-TM Receptors,Non-selective Muscarinics,Antagonist,Potent muscarinic receptor antagonist,2,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21,153,1
5904,[Na+].CC(O)(C1=C(C=CC=C1)CC[C@H](C2=CC(/C=C/C3=NC4=CC(Cl)=CC=C4C=C3)=CC=C2)SCC5(CC5)CC(O)=O)C,Montelukast sodium,23663996,1-[[[(1R)-1-[3-[(1E)-2-(7-Chloro-2-quinolinyl)ethenyl]phenyl]-3-[2-(1-hydroxy-1-methylethyl)phenyl]propyl]thio]methyl]cyclopropaneacetic acid sodium salt,C35H35ClNNaO3S,[151767-02-1],626.19,7-TM Receptors,Leukotriene and Related Receptors,Antagonist,CysLT1 and GPR17 antagonist,1,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,590,1
5906,CS(O)(=O)=O.CN1CCN(CC1)CC2=CC=C(C(NC3=CC=C(C(NC4=NC=CC(C5=CN=CC=C5)=N4)=C3)C)=O)C=C2,Imatinib mesylate,123596,4-[(4-Methyl-1-piperazinyl)methyl]-N-[4-methyl-3-[[4-(3-pyridinyl)-2-pyrimidinyl]amino]phenyl]benzamide methanesulfonate,C29H31N7O.CH4O3S,[220127-57-1],594.21,Enzymes,Abl Kinase,Inhibitor,Potent and selective v-Abl tyrosine kinase inhibitor; also inhibits PDGFR and c-kit,2,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,473,0
5913,CC1=C(NC(O[C@H](C)C2=CC=CC=C2)=O)N(C3=CC=C(C4=CC=C(C5(CC5)C(O)=O)C=C4)C=C3)N=N1,Ro 6842262,71265339,"1-[4'-[4-Methyl-5-[[[(1R)-1-phenylethoxy]carbonylamino]-1H-1,2,3-triazol-1-yl][1,1'-biphenyl]-4-yl]cyclopropanecarboxylic acid",C28H26N4O4,[1396006-71-5],487.03,7-TM Receptors,Lysophosphatidic Acid Receptors,Antagonist,Potent LPA1 antagonist,1,Cc1nnn(-c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1,175,1
5914,CN1C=NC2=C1C(N(C=N2)CC3=NC(CCC4=CC=C(C=C4)Cl)=NO3)=O,AM 0902,73297271,"1-[[3-[2-(4-Chlorophenyl)ethyl]-1,2,4-oxadiazol-5-yl]methyl]-1,7-dihydro-7-methyl-6H-purin-6-one",C17H15ClN6O2,[1883711-97-4],370.79,Ion Channels,TRPA1,Blocker,Potent and selective TRPA1 antagonist,1,Cn1cnc2ncn(Cc3nc(CCc4ccc(Cl)cc4)no3)c(=O)c21,577,1
5915,C[C@H](C1=NC(C2=C(N(C3CCOCC3)N=C2)N1)=O)N4CC(OC5=CC=CC=C5)C4,PF 04449613,46851937,"1,5-Dihydro-6-[(1R)-1-(3-phenoxy-1-azetidinyl)ethyl]-1-(tetrahydro-2H-pyran-4-yl)-4H-pyrazolo[3,4-d]pyrimidin-4-one",C21H25N5O3,[1236858-52-8],395.45,Enzymes,Phosphodiesterases,Inhibitor,Potent PDE9 inhibitor; brain penetrant,2,C[C@H](c1nc(=O)c2cnn(C3CCOCC3)c2[nH]1)N1CC(Oc2ccccc2)C1,267,1
5920,CC1=C(C2(C3=CC=C(C(O)=O)C=N3)CC2)C=C4C(C(C)(CCC4(C)C)C)=C1,LG 100268,3922,"6-[1-(5,6,7,8-Tetrahydro-3,5,5,8,8-pentamethyl-2-naphthalenyl)cyclopropyl]-3-pyridinecarboxylic acid",C24H29NO2,[153559-76-3],363.49,Nuclear Receptors,Retinoid X Receptor,Agonist,Potent and selective RXR agonist; also activates RXR/PPAR? heterodimers,1,Cc1cc2c(cc1C1(c3ccc(C(=O)O)cn3)CC1)C(C)(C)CCC2(C)C,454,0
5922,N[C@@H](CC1=CC=CC=C1)CNC2=C3C4=C(SC3=NC(C5=CC=NC=C5)=N2)CCCC4.Cl.Cl,CRT 0066854 hydrochloride,131954580,"(2S)-3-Phenyl-N1-[5,6,7,8-tetrahydro-2-(4-pyridinyl)[1]benzothieno[2,3-d]pyrimidin-4-yl]-1,2-propanediamine dihydrochloride",C24H25N5S.2HCl,0,497.49,Enzymes,Protein Kinase C,Inhibitor,PKC? and PKC? inhibitor,1,N[C@H](CNc1nc(-c2ccncc2)nc2sc3c(c12)CCCC3)Cc1ccccc1,173,0
5931,ClC1=C(OC2=CC=C(Cl)C=C2C3=CNN=C3N)C=C(F)C(S(NC4=CSC=N4)(=O)=O)=C1.CC5=CC=C(S(=O)(O)=O)C=C5,PF 05089771,71554187,4-[2-(3-Amino-1H-pyrazol-4-yl)-4-chlorophenoxy]-5-chloro-2-fluoro-N-4-thiazolylbenzenesulfonamide tosylate,C18H12Cl2FN5O3S2.C7H8O3S,[1430806-04-4],672.56,Ion Channels,Voltage-gated Sodium Channels,Blocker,Potent and selective Nav1.7 channel blocker,1,Nc1n[nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,568,1
5934,CC(CCN1C(CN2CCN(C(C3CC3)=O)CC2)=NC4=C1C(N(C(N4C)=O)C)=O)C.Cl,NCT 501 hydrochloride,124201852,"8-[[4-(Cyclopropylcarbonyl)-1-piperazinyl]methyl]-3,7-dihydro-1,3-dimethyl-7-(3-methylbutyl)-1H-purine-2,6-dione hydrochloride",C21H32N6O3.HCl,0,457.48,Enzymes,Aldehyde Dehydrogenase,Inhibitor,Potent and selective ALDH1A1 inhibitor,1,CC(C)CCn1c(CN2CCN(C(=O)C3CC3)CC2)nc2c1c(=O)n(C)c(=O)n2C,675,1
5943,O=C(NC1=C(Cl)C=CC=C1)CN2[C@H]3CCC[C@@H]2C[C@](NC(C4=CC(OC)=C(OC)C(OC)=C4)=O)([H])C3,ML 339,60202254,"N-[(1R,3S,5S)-9-(2-((2-Chlorophenyl)amino)-2-exoethyl)-9-azabicyclo[3.3.1]nonan-3-yl)-3,4,5-trimethoxybenzamide",C26H32ClN3O5,,502,7-TM Receptors,Chemokine CXC Receptors,Antagonist,Potent and selective hCXCR6 antagonist,1,COc1cc(C(=O)N[C@H]2C[C@@H]3CCC[C@H](C2)N3CC(=O)Nc2ccccc2Cl)cc(OC)c1OC,334,1
5944,FC1=CC=CC(Cl)=C1CN2C(CSC3=CC=C(C(NCC4=CC=CO4)=O)C=C23)=O,G10,5077622,"4-[(2-Chloro-6-fluorophenyl)methyl]-N-(2-furanylmethyl)-3,4-dihydro-3-oxo-2H-1,4-benzothiazine-6-carboxamide",C21H16ClFN2O3S,[702662-50-8],430.88,Cell biology,STING-Dependent Signaling,Other,Activator of STING-dependent signaling,1,O=C(NCc1ccco1)c1ccc2c(c1)N(Cc1c(F)cccc1Cl)C(=O)CS2,544,1
5951,ClC1=CC(F)=CC=C1CN2N=C3C(C(F)(F)F)=CC=CC3=C2C4=CC=C(F)C=C4,WAY 252623,16734800,2-[(2-Chloro-4-fluorophenyl)methyl]-3-(4-fluorophenyl)-7-(trifluoromethyl)-2H-indazole,C21H12ClF5N2,[875787-07-8],422.78,Nuclear Receptors,LXR-like Receptors,Agonist,Potent LXR agonist,1,Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1,681,1
5952,O=C(C1=CC(S(NC2(CC2)C)(=O)=O)=CC=C1N3CC4=CC(C)=NN4C)N(CC5=CN=C(C)S5)C3=O,PDD 00017273,121398766,"1-[(1,3-Dimethyl-1H-pyrazol-5-yl)methyl]-1,2,3,4-tetrahydro-N-(1-methylcyclopropyl)-3-[(2-methyl-5-thiazolyl)methyl]-2,4-dioxo-6-quinazolinesulfonamide",C23H26N6O4S2,[1945950-21-9],514.62,Enzymes,Other Hydrolases,Inhibitor,Potent and selective poly (ADP ribose) glycohydrolase (PARG) inhibitor; cell permeable,2,Cc1cc(Cn2c(=O)n(Cc3cnc(C)s3)c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc32)n(C)n1,654,1
5960,CC1(C)SCCN(S(C2=CC=C(OCC#CC)C=C2)(=O)=O)[C@H]1C(NO)=O,TMI 1,5288615,"(3S)-4-[[4-(2-Butyn-1-yloxy)phenyl]sulfonyl]-N-hydroxy-2,2-dimethyl-3-thiomorpholinecarboxamide",C17H22N2O5S2,[287403-39-8],398.49,Enzymes,ADAMs,Inhibitor,Adam 17 (TACE) and MMP inhibitor; orally bioavailable,1,CC#CCOc1ccc(S(=O)(=O)N2CCSC(C)(C)[C@@H]2C(=O)NO)cc1,109,1
5970,OCCCC1=CC=C(C(N2C3=C(C)C=C(N(C)C(N4C)=O)C4=C3)=O)C5=C1C=CC=C5C2=O,BAY 299,122705990,"6-(3-Hydroxypropyl)-2-(1,3,6-trimethyl-2-oxo-2,3-dihydro-1H-benzimidazol-5-yl)-1H-benzo[de]isoquinoline-1,3(2H)-dione",C25H23N3O4,[2080306-23-4],429.47,Cell biology,Bromodomains,Inhibitor,Potent and selective BRD1 and TAF1 inhibitor,1,Cc1cc2c(cc1N1C(=O)c3cccc4c(CCCO)ccc(c34)C1=O)n(C)c(=O)n2C,345,1
5983,CC(C=CC=C1)=C1COC2=CC=C(C=C2)C3C4=C(CC(C)(C)CC4=O)OC5=C3C(CC(C)(C)C5)=O,BMS 986187,17379334,"3,4,5,6,7,9-Hexahydro-3,3,6,6-tetramethyl-9-[4-[(2-methylphenyl)methoxy]phenyl]-1H-xanthene-1,8(2H)-dione",C31H34O4,[684238-37-7],475.11,7-TM Receptors,Delta Opioid Receptors,Modulator,Potent positive allosteric modulator of ? receptor,1,Cc1ccccc1COc1ccc(C2C3=C(CC(C)(C)CC3=O)OC3=C2C(=O)CC(C)(C)C3)cc1,129,0
5984,CN1CCN(C(C2=CC=C(N3N=C(C4=CC=C(C(O)=O)C=C4)C=C3C5=CC(C(C)(C)C)=CC(C(C)(C)C)=C5)C=C2)=O)CC1,LY 2955303,71552369,"4-[5-[3,5-Bis(1,1-dimethylethyl)phenyl]-1-[4-[(4-methyl-1-piperazinyl)carbonyl]phenyl]-1H-pyrazol-3-yl]benzoic acid",C36H42N4O3,[1433497-19-8],605.76,Nuclear Receptors,Retinoic Acid Receptors,Antagonist,High affinity and selective RAR? antagonist,1,CN1CCN(C(=O)c2ccc(-n3nc(-c4ccc(C(=O)O)cc4)cc3-c3cc(C(C)(C)C)cc(C(C)(C)C)c3)cc2)CC1,459,1
5986,ClC1=CC=C(C2=C3NC(C4=CC=C([N+]([O-])=O)C=C4)=CC(N3N=C2CC5=CC=CC=C5)=O)C=C1,NAV 2729,2257249,"3-(4-Chlorophenyl)-5-(4-nitrophenyl)-2-(phenylmethyl)pyrazolo[1,5-a]pyrimidin-7(4H)-one",C25H17ClN4O3,[419547-11-8],456.88,Enzymes,Arf,Inhibitor,Selective ARF6 inhibitor,2,O=c1cc(-c2ccc([N+](=O)[O-])cc2)[nH]c2c(-c3ccc(Cl)cc3)c(Cc3ccccc3)nn12,255,0
5989,CC1=CC=C(N2N=C(C(C)(C)C)C=C2NC(NC3=CC=C(C4=C3C=CC=C4)OCCN5CCOCC5)=O)C=C1,BIRB 796,156422,"N-[3-(1,1-Dimethylethyl)-1-(4-methylphenyl)-1H-pyrazol-5-yl]-N'-[4-[2-(4-morpholinyl)ethoxy]-1-naphthalenyl]urea",C31H37N5O3,[285983-48-4],527.66,Enzymes,p38,Inhibitor,High affinity and selective p38 kinase inhibitor,1,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,321,1
5995,O=C(NC(S1)=NC(C1=CC=C2)=C2OC3=NC=NC(C4=CC=C(C(F)(F)F)C=C4)=C3)C,AMG 517,16007367,N-[4-[[6-[4-(Trifluoromethyl)phenyl]-4-pyrimidinyl]oxy]-2-benzothiazolyl]acetamide,C20H13F3N4O2S,[659730-32-2],457.43,Ion Channels,TRPV,Antagonist,Potent TRPV1 antagonist,1,CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2s1,464,1
5999,O=C(C)C1=CC(C2=CC=CC=C2OCC3CC3)=C4N=CC=CN41,TP 472N,124201853,"1-(8-(2-(Cyclopropylmethoxy)phenyl)pyrrolo[1,2-a]pyrimidin-6-yl)ethanone",C19H18N2O2,,306.36,Cell biology,Bromodomains,Control,Negative control for TP 472,1,CC(=O)c1cc(-c2ccccc2OCC2CC2)c2ncccn12,729,1
6000,O=C(C)C1=CC(C2=CC(C(NC3CC3)=O)=CC=C2C)=C4N=CC=CN41,TP 472,123773279,"3-(6-Acetylpyrrolo[1,2-a]pyrimidin-8-yl)-N-cyclopropyl-4-methylbenzamide",C20H19N3O2,,333.38,Cell biology,Bromodomains,Inhibitor,Potent BRD9/7 inhibitor,1,CC(=O)c1cc(-c2cc(C(=O)NC3CC3)ccc2C)c2ncccn12,729,0
6005,CN(C[C@H](C1=CC=CC=C1)NC(N2CC3=C(C2(C)C)NN=C3NC4=C5SC=CC5=NC(C)=N4)=O)C.Cl.Cl,PF 3758309 dihydrochloride,91885498,"N-[(1S)-2-(Dimethylamino)-1-phenylethyl]-4,6-dihydro-6,6-dimethyl-3-[(2-methylthieno[3,2-d]pyrimidin-4-yl)amino]pyrrolo[3,4-c]pyrazole-5(1H)-carboxamide dihydrochloride",C25H30N8OS.2HCl,0,631.11,Enzymes,P21-activated Kinases,Inhibitor,Potent PAK4 inhibitor; orally available,2,Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,177,1
6007,O/N=C(NC1=CC(Cl)=C(F)C=C1)/C2=NON=C2N,INCB 024360-analog,11978742,"4-Amino-N'-(3-chloro-4-fluorophenyl)-N-hydroxy-1,2,5-oxadiazole-3-carboximidamide",C9H7ClFN5O2,[914471-09-3],271.64,Enzymes,"Indoleamine 2,3 dioxygenase",Inhibitor,"Potent indoleamine 2,3-dioxygenase (IDO) inhibitor",1,Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,559,1
6008,O=C(N(C)CC1=CC(C2CCN(CCNC)CC2)=NC=C1)C3=CC=CC(OC4=CC=CC=C4)=C3,TP 064,122707126,N-Methyl-N-((2-(1-(2-(methylamino)ethyl)piperidin-4-yl)pyridin-4-yl)methyl)-3-phenoxybenzamide,C28H34N4O2,[2080306-20-1],467.61,Enzymes,Protein Arginine Methyltransferases,Inhibitor,Potent and selective PRMT 4 inhibitor,1,CNCCN1CCC(c2cc(CN(C)C(=O)c3cccc(Oc4ccccc4)c3)ccn2)CC1,452,1
6009,OC1=CC=C2C3=C(C(OC2=C1C4OCCCO4)=O)CNCC3,B I09,86290458,"7-(1,3-Dioxan-2-yl)-1,2,3,4-tetrahydro-8-hydroxy-5H-[1]benzopyrano[3,4-c]pyridin-5-one",C16H17NO5,[1607803-67-7],303.31,Enzymes,IRE1,Inhibitor,IRE1 endonuclease inhibitor; cell permeable,1,O=c1oc2c(C3OCCCO3)c(O)ccc2c2c1CNCC2,2,1
6024,CC1=NC(N)=C2N=NN(C2=N1)C[C@H]3CN(CCO3)CC4=NC=CS4.Cl,PF 04671536 hydrochloride,131954582,"5-Methyl-3-[[(2R)-4-(2-thiazolylmethyl)-2-morpholinyl]methyl]-3H-1,2,3-triazolo[4,5-d]pyrimidin-7-amine hydrochloride",C14H18N8OS.HCl,[1305116-67-9],409.89,Enzymes,Phosphodiesterases,Inhibitor,Potent and selective PDE8B/8A inhibitor,1,Cc1nc(N)c2nnn(C[C@H]3CN(Cc4nccs4)CCO3)c2n1,820,1
6025,C[C@@H](C1=C(C(F)=CC=C1Cl)Cl)OC2=CC(C3=CN(C4CCNCC4)N=C3)=CN=C2N,(S)-Crizotinib,56671814,"3-[(1S)-1-(2,6-Dichloro-3-fluorophenyl)ethoxy]-5-[1-(4-piperidinyl)-1H-pyrazol-4-yl]-2-pyridinamine",C21H22Cl2FN5O,[1374356-45-2],454.84,Enzymes,MutT homolog-1 (MTH1),Inhibitor,MTH1 inhibitor,1,C[C@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,855,1
6029,CN(CC1)CCN1C2=CC=C(NC3=NC(N(CC)C(C(C4=CC=C(C5=CN=CS5)C=C4Cl)=C6)=O)=C6C=N3)C=C2,FRAX 597,70934541,"6-[2-Chloro-4-(5-thiazolyl)phenyl]-8-ethyl-2-[[4-(4-methyl-1-piperazinyl)phenyl]amino]pyrido[2,3-d]pyrimidin-7-(8H)-one",C29H28ClN7OS,[1286739-19-2],562.6,Enzymes,P21-activated Kinases,Inhibitor,Potent group I PAK inhibitor,1,CCn1c(=O)c(-c2ccc(-c3cncs3)cc2Cl)cc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,404,1
6037,ClC1=CC=C(C(C2=CC=C(N(CCO)CCO)C=C2)C3=CC=C(N(CCO)CCO)C=C3)C=C1,LM22B 10,542158,"2,2',2',2'''-[[(4-Chlorophenyl)methylene]bis(4,1-phenylenenitrilo)]tetrakisethanol",C27H33ClN2O4,[342777-54-2],489.52,Enzyme-Linked Receptors,Trk Receptors,Agonist,TrkB and TrkC agonist; brain penetrant,2,OCCN(CCO)c1ccc(C(c2ccc(Cl)cc2)c2ccc(N(CCO)CCO)cc2)cc1,885,1
6047,O=C([C@@H](NC([C@@H]1CCCN1S(=O)(C2=CC=CC=C2)=O)=O)CC3=CC=C(C=C3)OC(N4CCCC4)=O)O.[Na+],BOP,10301396,N-(Benzenesulfonyl)-L-prolyl-L-O-(1-pyrrolidinylcarbonyl)tyrosine sodium salt,C25H28N3O7SNa,[1947348-42-6],555.58,Enzyme-Linked Receptors,Integrins,Inhibitor,Dual ?9?1/?4?1 integrin inhibitor; preferentially mobilizes HSCs,1,O=C(O)[C@H](Cc1ccc(OC(=O)N2CCCC2)cc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccccc1,199,1
6053,N1(C2=CC=C(C3=CN4N=CC(C5=CC=NC6=C5C=CC=C6)=C4N=C3)C=C2)CCNCC1.Cl.Cl,LDN 193189 dihydrochloride,91900717,"4-[6-[4-(1-Piperazinyl)phenyl]pyrazolo[1,5-a]pyrimidin-3-yl]quinoline dihydrochloride",C25H22N6.2HCl,[1435934-00-1],510.92,Enzyme-Linked Receptors,BMP and Other Activin Receptors,Inhibitor,Potent and selective ALK2 and ALK3 inhibitor; promotes neural induction of hPSCs,4,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,743,0
6068,CN(C1=CC=CC(C2=NN3C(C)=NN=C3C=C2)=C1)C(C)=O,Lin28 1632,2737312,"N-Methyl-N-[3-(3-methyl-1,2,4-triazolo[4,3-b]pyridazin-6-yl)phenyl]acetamide",C15H15N5O,[108825-65-6],299.33,Cell biology,"DNA, RNA and Protein Synthesis",Inhibitor,RNA binding protein Lin28 inhibitor; promotes mESC differentiation; also bromodomain inhibitor,2,CC(=O)N(C)c1cccc(-c2ccc3nnc(C)n3n2)c1,724,1
6071,FC1=C(NC2=CC=CC=C2NS(C)(=O)=O)N=C(NC3=C(OC)C=C(N4CCOCC4)C=C3)N=C1,CZC 25146,44252884,N-[2-[[5-Fluoro-2-[[2-methoxy-4-(4-morpholinyl)phenyl]amino]-4-pyrimidinyl]amino]phenyl]methanesulfonamide,C22H25FN6O4S,[1191911-26-8],488.54,Enzymes,LRRK2,Inhibitor,Potent LRRK2 inhibitor,1,COc1cc(N2CCOCC2)ccc1Nc1ncc(F)c(Nc2ccccc2NS(C)(=O)=O)n1,400,0
6075,ClC1=CC=C([C@H]2[C@H](N(C(N3CC(NCC3)=O)=O)C(C4=CC=C(OC)C=C4OC(C)C)=N2)C5=CC=C(Cl)C=C5)C=C1,Nutlin 3a,11433190,"4-[[(4S,5R)-4,5-Bis(4-chlorophenyl)-4,5-dihydro-2-[4-methoxy-2-(1-methylethoxy)phenyl]-1H-imidazol-1-yl]carbonyl]-2-piperazinone",C30H30Cl2N4O4,[675576-98-4],590.5,Enzymes,Ubiquitin E3 Ligases,Inhibitor,MDM2 antagonist; active enantiomer of Nutlin-3 (Cat. No. 3984),1,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,583,0
6082,CC#C[C@H](C1=CC=C(C=C1)OCC2=CC=CC(C3=CC=C(C(F)(F)F)C=C3)=C2)CC([O-])=O.CC#C[C@H](C4=CC=C(C=C4)OCC5=CC=CC(C6=CC=C(C(F)(F)F)C=C6)=C5)CC([O-])=O.[Ca+2],AMG 837 hemicalcium salt,46854655,"(?S)-?-1-Propyn-1-yl-4-[[4'-(trifluoromethyl)[1,1'-biphenyl]-3-yl]methoxy]benzenepropanoic acid hemicalcium salt",C26H20F3O3.�Ca,[1291087-14-3],479.99,7-TM Receptors,Free Fatty Acid Receptors,Agonist,Potent free fatty acid receptor 1 (FFA1/GPR40) partial agonist,1,CC#C[C@@H](CC(=O)[O-])c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,207,0
6085,CCOC(C1=CC(C#N)=C(N2CCC(C(NS(=O)(CC3=CC=CC=C3)=O)=O)CC2)N=C1C)=O,AZD 1283,23649325,Ethyl 5-cyano-2-methyl-6-[4-[[[(phenylmethyl)sulfonyl]amino]carbonyl]-1-piperidinyl]-3-pyridinecarboxylate,C23H26N4O5S,[919351-41-0],475.04,7-TM Receptors,Purinergic P2Y Receptors,Antagonist,High affinity P2Y12 antagonist,1,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,189,1
6089,CC(C)(C(/C(N1C=NC=N1)=C/C2=CC([N+]([O-])=O)=CC=C2)=O)C,Nexinhib20,5715188,"4,4-Dimethyl-1-(3-nitrophenyl)-2-(1H-1,2,4-triazol-1-yl)-1-penten-3-one",C15H16N4O3,[331949-35-0],300.31,Enzymes,Other Small Monomeric GTPases,Inhibitor,Rab27 inhibitor; inhibits neutrophil exocytosis; active in vivo,1,CC(C)(C)C(=O)/C(=C/c1cccc([N+](=O)[O-])c1)n1cncn1,867,1
6098,O=C(OC1=NSN=C1N2CCCCC2)N3CCOCC3,Lalistat 1,648404,"4-(Piperidin-1-yl)-1,2,5-thiadiazol-3-yl morpholine-4-carboxylate",C12H18N4O3S,[501104-16-1],298.36,Enzymes,Lysosomal Acid Lipase (LAL),Inhibitor,Potent and selective LAL inhibitor,1,O=C(Oc1nsnc1N1CCCCC1)N1CCOCC1,39,1
6099,O=C(N1CCCCC1)OC2=NSN=C2N3CCCCC3,Lalistat 2,46867138,"4-(Piperidin-1-yl)-1,2,5-thiadiazol-3-yl piperidine-1-carboxylate",C13H20N4O2S,[1234569-09-5],296.39,Enzymes,Lysosomal Acid Lipase (LAL),Inhibitor,Selective LAL inhibitor,1,O=C(Oc1nsnc1N1CCCCC1)N1CCCCC1,39,0
6106,CC(NCCSC1=NC2=CSC=C2C(N1C3=CC=C(C=C3)OCC(F)(F)F)=O)=O,T 3364366,86685411,"N-[2-[[3,4-Dihydro-4-oxo-3-[4-(2,2,2-trifluoroethoxy)phenyl]thieno[3,4-d]pyrimidin-2-yl]thio]ethyl]acetamide",C18H16F3N3O3S2,[1356354-09-0],443.46,Enzymes,Other Oxygenases/Oxidases,Inhibitor,Potent and reversible fatty acid desaturase 1 inhibitor; orally bioavailable,1,CC(=O)NCCSc1nc2cscc2c(=O)n1-c1ccc(OCC(F)(F)F)cc1,701,1
6113,C1CNCCC12C(=NC3=CC=CC=C3N2)NCC4=CC(=CC=C4)Cl.Cl,Liproxstatin-1 hydrochloride,134160236,"N-[(3-Chlorophenyl)methyl]spiro[piperidine-4,2'(1'H)-quinoxalin]-3'-amine hydrochloride",C19H21ClN4.HCl,0,386.32,Cell biology,Ferroptosis,Inhibitor,Potent ferroptosis inhibitor,1,Clc1cccc(CNC2=Nc3ccccc3NC23CCNCC3)c1,613,1
6114,O=C(O)C1=CNC2=CC(Cl)=C(C3=CC=C(C4(CCC4)O)C=C3)C=C21,PF 06409577,71748255,6-Chloro-5-[4-(1-hydroxycyclobutyl)phenyl]-1H-indole-3-carboxylic acid,C19H16ClNO3,[1467057-23-3],341.79,Enzymes,AMPK,Activator,Potent and selective allosteric activator of AMPK,1,O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,799,1
